Team,Week,Game,Referee,Leaderboard Points,Win_Loss,Possession_pct,Territory_pct,Attacking_Minutes,Ball_In_Play_Time,Gainline_Over_pct,Gainline_On_pct,Gainline_Lost_pct,Hitup_Efficiency_pct,Tries_Scored,Points_Scored,Ball_Carries,Ball_Carry_Meters,Line_Breaks,Line_Breaks_1st_Phase,Tackle_Breaks,Offloads,Opp_Gainline_Over_pct,Opp_Gainline_On_pct,Opp_Gainline_Lost_pct,Made_Tackle_pct,Tackles_Made,Tackles_Missed,Tackles_Attempted,Assist_Tackles,Dominant_Tackles,Line_Breaks_Conceded,Tackle_Breaks_Conceded,Offloads_Conceded,Carry_Meters_Conceded,Breakdown_Retention_pct,Breakdown_Steals,Ruck_Speed_0-3pct,Ruck_Speed_3-6pct,Ruck_Speed_6+pct,Kicks_In_Play,Carrying_22m_Exit_pct,Kicking_22m_Exit_pct,22m_Exit_Failed_pct,Kicking_Meters,Goal_Kicking_pct,Own_Scrum_Won_pct,Own_Scrum_Completion_pct,Total_Scrums,Own_Lineout_Won_pct,Lineout_Steals,Opp_Lineout_Clean_pct,Total_LO,Full_LO,Full_LO_Won,Full_LO_Lost,Full_LO_clean_pct,Full_LO_scrappy_pct,Full_LO_Lost_pct,6_Man_LO,6_Man_LO_Won,6_Man_LO_Lost,6_Man_LO_Clean_pct,6_Man_LO_Scrappy_pct,6_Man_LO_Lost_pct,5_Man_LO,5_Man_LO_Won,5_Man_LO_Lost,5_Man_LO_Clean_pct,5_Man_LO_Scrappy_pct,5_Man_LO_Lost_pct,4_Man_LO,4_Man_LO_Won,4_Man_LO_Lost,4_Man_LO_Clean_pct,4_Man_LO_Scrappy_pct,4_Man_LO_Lost_pct,3_Man_LO,3_Man_LO_Won,3_Man_LO_Lost,3_Man_LO_Clean_pct,3_Man_LO_Scrappy_pct,3_Man_LO_Lost_pct,2_Man_LO,2_an_LO_Won,2_Man_LO_Lost,2_Man_LO_Clean_pct,2_Man_LO_Scrappy_pct,2_Man_LO_Lost_pct,Quick_LO,Quick_LO_Won,Quick_LO_Lost,Quick_LO_Clean_pct,Quick_LO_Scrappy_pct,Quick_LO_Lost_pct,Own_Start_Half_Retention_pct,Own_Start_22_Retention_pct,Restarts,Long_Restarts,Short_Restart,Penalties,Tackle_Penalty,Ruck_Penalty,Scrum_Penalty,Lineout_Penalty,Offside_Penalty,Maul_Penalty,Foul_Play_Penalty,Other_Penalty,Free_Kicks,Scrum_Free_Kick,Lineout_Free_Kick
Toronto Arrows,11,38,Scott Green,,0,0.4272,0.4914,14.9,0:34:21,0.677,0.065,0.258,0.859,5,31,100,690,7,0,4,6,0.516,0.164,0.32,0.961,249,10,259,63,22,4,6,6,953,0.96,3,0.74,0.25,0.01,6,0.58,0.33,0.08,246,5-Mar,1,0.43,11,0.77,1,0.69,13,7,6,1,0.38,0.08,0.08,2,2,0,0.15,0,0,4,2,2,0.15,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,5,4,1,11,4,1,1,1,2,0,1,0,1,1,0
NOLA Gold,11,38,Scott Green,,1,0.5728,0.5086,19.9,0:34:21,0.516,0.164,0.32,0.888,5,33,146,953,4,0,6,6,0.677,0.065,0.258,0.894,144,17,161,38,13,7,4,6,690,0.98,1,0.67,0.25,0.08,11,0.69,0.23,0.08,372,4-Apr,1,0.5,11,0.81,2,0.69,16,7,5,2,0.19,0.13,0.13,2,2,0,0.13,0,0,3,3,0,0.19,0,0,4,3,1,0.19,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,5,3,2,15,3,0,4,0,5,0,3,0,0,0,0
Utah Warriors,11,39,Luke Rogan,,0,0.5316,0.4956,20.5,0:34:58,0.58,0.182,0.239,0.954,5,36,128,975,7,4,3,19,0.691,0.191,0.118,0.856,155,26,181,28,5,7,6,9,883,0.96,3,0.59,0.35,0.05,14,0.63,0.38,0,415,6-May,1,1,6,0.91,0,0.86,11,3,3,0,0.27,0,0,6,5,1,0.27,0.18,0.09,2,2,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,N/A,9,8,1,10,4,0,0,0,0,2,3,0,0,0,0
Seattle Seawolves,11,39,Luke Rogan,,1,0.4684,0.5044,18,0:34:58,0.691,0.191,0.118,0.963,7,48,102,883,7,2,6,9,0.58,0.182,0.239,0.882,202,27,229,33,14,7,3,19,975,0.95,3,0.74,0.19,0.07,15,0.57,0.35,0.09,615,8-Jun,1,1,6,0.93,1,0.73,14,4,4,0,0.29,0,0,5,5,0,0.36,0,0,2,1,1,0.07,0,0.07,3,3,0,0.14,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,N/A,7,3,4,8,6,2,0,0,0,0,0,0,0,0,0
Houston SaberCats,12,40,Derek Summers,,0,0.4063,0.4371,14.4,0:31:58,0.688,0.094,0.219,0.907,2,10,56,448,2,0,4,7,0.667,0.086,0.247,0.929,184,14,198,24,3,5,2,6,915,0.93,4,0.66,0.29,0.06,23,0.36,0.5,0.14,635,0/2,1,1,12,0.83,0,0.93,12,6,4,2,0.25,0.08,0.17,1,1,0,0.08,0,0,5,5,0,0.17,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,11,6,5,9,2,3,0,1,2,0,1,0,0,0,0
Seattle Seawolves,12,40,Derek Summers,,1,0.5937,0.5629,21,0:31:58,0.667,0.086,0.247,0.968,7,52,134,915,5,1,2,6,0.688,0.094,0.219,0.925,86,7,93,15,4,2,4,7,448,0.96,0,0.65,0.25,0.1,27,0.48,0.48,0.04,939,10-Jul,1,1,12,1,1,0.5,14,7,7,0,0.43,0.07,0,2,2,0,0.14,0,0,1,1,0,0.07,0,0,2,2,0,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.14,0,0,0,0,5,4,1,7,2,2,0,1,0,1,1,0,0,0,0
NOLA Gold,12,41,Paul-Henri Courbier,,1,0.4343,0.2643,13.2,0:29:09,0.471,0.235,0.294,0.873,4,28,67,526,3,1,3,11,0.525,0.2,0.275,0.894,161,19,180,30,10,6,3,12,727,0.98,0,0.56,0.28,0.15,12,0.7,0.26,0.04,298,4-Apr,1,0.6,19,0.73,1,0.67,15,3,2,1,0.13,0,0.07,3,2,1,0.13,0,0.07,4,4,0,0.13,0.13,0,5,3,2,0.2,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,N/A,3,1,2,11,2,3,2,0,4,0,0,0,0,0,0
Utah Warriors,12,41,Paul-Henri Courbier,,0,0.5657,0.7357,17.2,0:29:09,0.525,0.2,0.275,0.927,3,19,106,727,6,0,3,12,0.471,0.235,0.294,0.822,88,19,107,16,4,3,3,11,526,0.99,0,0.59,0.36,0.05,8,0.4,0.6,0,228,3-Feb,0.86,0.71,19,0.75,1,0.6,12,0,0,0,0,0,0,5,4,1,0.33,0,0.08,5,4,1,0.33,0,0.08,2,1,1,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,5,3,2,13,2,4,4,0,1,2,0,0,0,0,0
Rugby United New York,12,42,Elgan Williams,,0,0.5555,0.4887,18.4,0:31:56,0.359,0.234,0.406,0.817,3,19,98,570,1,0,2,10,0.648,0.111,0.241,0.858,133,22,155,17,5,6,3,14,766,0.99,0,0.48,0.35,0.17,18,0.52,0.43,0.05,598,3-Feb,0.8,0.44,16,0.83,1,0.75,12,4,4,0,0.33,0,0,2,2,0,0.17,0,0,6,4,2,0.33,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,N/A,6,1,5,10,2,1,3,1,1,1,1,0,1,1,0
San Diego Legion,12,42,Elgan Williams,,1,0.4445,0.5113,14.7,0:31:56,0.648,0.111,0.241,0.952,5,27,90,766,6,1,3,14,0.359,0.234,0.406,0.911,153,15,168,21,19,1,2,10,570,0.99,0,0.61,0.3,0.09,16,0.36,0.64,0,432,4-Jan,1,0.57,16,0.75,1,0.83,16,1,1,0,0.06,0,0,3,2,1,0.13,0,0.06,9,6,3,0.38,0,0.19,1,1,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.13,0,0,0,N/A,3,2,1,9,2,1,2,0,0,1,2,1,2,2,0
Rugby United New York,13,43,Luke Rogan,,1,0.5559,0.5963,19.6,0:34:37,0.622,0.156,0.222,0.942,4,24,124,846,6,2,3,15,0.468,0.21,0.323,0.848,156,28,184,22,5,6,4,6,726,0.98,3,0.53,0.32,0.15,15,0.78,0.22,0,350,4-Feb,1,0.75,12,0.81,0,0.91,16,10,7,3,0.44,0,0.19,0,0,0,0,0,0,5,5,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.06,0,0,0,0,6,4,1,9,4,1,1,0,1,1,1,0,0,0,0
Utah Warriors,13,43,Luke Rogan,,0,0.4441,0.4037,15.7,0:34:37,0.468,0.21,0.323,0.927,3,22,94,726,6,0,4,6,0.622,0.156,0.222,0.856,173,29,202,26,8,6,3,15,846,0.95,1,0.59,0.32,0.09,14,0.4,0.5,0.1,504,5-Mar,0.88,0.75,12,0.91,1,0.81,11,0,0,0,0,0,0,3,2,1,0.18,0,0.09,8,8,0,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,N/A,5,3,2,14,5,0,0,0,2,4,2,0,2,2,0
San Diego Legion,13,44,Scott Green,,1,0.4621,0.5115,16.2,0:31:06,0.596,0.088,0.316,0.937,6,46,99,892,9,7,7,16,0.619,0.093,0.289,0.853,203,35,238,39,19,9,11,10,856,0.93,1,0.49,0.39,0.12,17,0.53,0.47,0,404,8-Jul,1,0.8,16,0.83,1,0.73,12,4,4,0,0.33,0,0,1,1,0,0.08,0,0,7,5,2,0.42,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,3,1,2,10,2,0,0,0,6,1,1,0,1,0,1
Glendale Raptors,13,44,Scott Green,,0,0.5379,0.4885,18.9,0:31:06,0.619,0.093,0.289,0.894,2,15,135,856,9,3,11,10,0.596,0.088,0.316,0.856,137,23,160,40,8,9,7,16,892,0.97,3,0.65,0.23,0.12,9,0.6,0.3,0.1,270,3-Feb,1,1,16,0.73,1,0.83,15,0,0,0,0,0,0,6,5,1,0.33,0,0.07,9,6,3,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,11,5,5,10,2,2,1,0,3,1,1,0,1,1,0
Seattle Seawolves,13,45,Sam Grove-White,,1,0.4194,0.6246,15.3,0:33:40,0.586,0.2,0.214,0.961,1,25,99,734,5,3,2,11,0.504,0.124,0.372,0.912,227,22,249,48,15,4,2,8,1021,1,1,0.67,0.26,0.08,17,0.57,0.43,0,571,7-Jul,1,0.91,18,0.8,0,0.8,10,1,1,0,0.1,0,0,3,2,1,0.2,0,0.1,4,3,1,0.3,0,0.1,2,2,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,5,3,2,5,0,1,0,0,2,1,1,0,1,1,0
NOLA Gold,13,45,Sam Grove-White,,0,0.5806,0.3754,21.2,0:33:40,0.504,0.124,0.372,0.875,4,24,146,1021,4,0,2,8,0.586,0.2,0.214,0.875,147,21,168,21,3,5,2,11,734,0.99,0,0.68,0.27,0.05,13,0.56,0.4,0.04,427,4-Feb,0.71,0.57,18,0.9,1,0.8,10,2,1,1,0.1,0,0.1,2,2,0,0.2,0,0,5,5,0,0.4,0.1,0,1,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,N/A,7,4,3,8,1,0,3,0,4,0,0,0,0,0,0
Toronto Arrows,13,46,Derek Summers,,1,0.4582,0.4006,13,0:26:48,0.522,0.196,0.283,0.89,5,35,70,420,1,1,4,7,0.574,0.147,0.279,0.845,158,29,187,37,10,4,9,10,600,0.95,3,0.54,0.35,0.11,11,0.64,0.27,0.09,364,5-May,1,0.78,23,0.88,0,1,8,4,4,0,0.5,0,0,1,1,0,0.13,0,0,3,2,1,0.13,0.13,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,3,3,0,13,3,0,4,0,4,1,0,0,0,0,0
Houston SaberCats,13,46,Derek Summers,,0,0.5418,0.5994,15.4,0:26:48,0.574,0.147,0.279,0.917,3,19,106,600,4,2,9,10,0.522,0.196,0.283,0.862,100,16,116,19,7,1,4,7,420,0.9,1,0.74,0.26,0,6,0.67,0.25,0.08,205,2-Feb,1,0.71,23,1,1,0.75,9,5,5,0,0.56,0,0,1,1,0,0.11,0,0,2,2,0,0.22,0,0,1,1,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,6,4,2,8,3,0,2,0,1,2,0,0,0,0,0
Glendale Raptors,14,47,Derek Summers,,1,0.4831,0.4814,18,0:36:20,0.641,0.179,0.179,0.929,2,20,103,672,6,1,7,3,0.539,0.197,0.263,0.934,156,11,167,38,4,2,3,17,653,0.98,3,0.63,0.25,0.11,24,0.21,0.79,0,805,4-Apr,1,1,16,0.85,1,0.69,13,0,0,0,0,0,0,6,5,1,0.38,0,0.08,6,5,1,0.38,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.08,0,0,0,N/A,5,4,1,11,3,0,1,1,5,1,0,0,0,0,0
Rugby United New York,14,47,Derek Summers,,0,0.5169,0.5186,19.3,0:36:20,0.539,0.197,0.263,0.933,1,16,106,653,2,1,3,17,0.641,0.179,0.179,0.897,156,18,174,43,6,6,7,3,672,0.97,1,0.45,0.4,0.15,22,0.58,0.38,0.04,757,4-Apr,0.91,0.9,16,0.75,0,0.85,16,12,9,3,0.56,0,0.19,3,2,1,0.06,0.06,0.06,1,1,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,4,2,2,7,5,0,0,0,2,0,0,0,0,0,0
Houston SaberCats,14,48,Luke Rogan,,0,0.6039,0.6234,18.7,0:24:45,0.488,0.134,0.378,0.897,3,19,120,732,7,5,1,16,0.5,0.214,0.286,0.889,80,10,90,20,11,6,2,9,629,0.99,0,0.66,0.25,0.09,3,0.94,0.06,0,122,4-Feb,1,0.63,27,0.92,0,0.8,12,4,4,0,0.33,0,0,3,3,0,0.17,0.08,0,5,4,1,0.25,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,4,5,0,2,2,0,0,0,1,0,0,0,0
San Diego Legion,14,48,Luke Rogan,,1,0.3961,0.3766,12.2,0:24:45,0.5,0.214,0.286,0.746,6,40,60,629,6,2,2,9,0.488,0.134,0.378,0.934,169,12,181,35,9,7,1,16,732,0.97,0,0.65,0.29,0.06,5,0.5,0.25,0.25,58,7-May,0.91,0.73,27,1,0,0.75,5,1,1,0,0.2,0,0,0,0,0,0,0,0,2,2,0,0.2,0.2,0,1,1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.2,0,0,0,N/A,4,1,3,16,3,0,7,1,1,1,3,0,1,1,0
Toronto Arrows,14,49,Scott Green,,1,0.5621,0.5227,20.2,0:35:06,0.607,0.111,0.282,0.979,4,29,146,839,3,0,2,9,0.636,0.061,0.303,0.842,154,29,183,22,1,3,6,8,736,0.98,1,0.74,0.24,0.02,13,0.5,0.5,0,453,5-Apr,1,1,16,0.77,1,0.88,13,5,3,2,0.15,0.08,0.15,2,2,0,0.08,0.08,0,6,5,1,0.38,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2,9,3,0,1,0,1,1,3,0,0,0,0
Seattle Seawolves,14,49,Scott Green,,0,0.4379,0.4773,15.8,0:35:06,0.636,0.061,0.303,0.953,1,7,105,736,3,1,6,8,0.607,0.111,0.282,0.922,225,19,244,28,5,3,2,9,839,0.99,1,0.76,0.23,0.01,12,0.5,0.4,0.1,292,43831,0.86,0.71,16,0.88,2,0.62,8,2,2,0,0.25,0,0,1,1,0,0.13,0,0,5,4,1,0.5,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,8,3,0,1,0,1,0,3,0,1,0,1
Utah Warriors,14,50,Sam Grove-White,,1,0.3983,0.4111,12.7,0:28:56,0.5,0.125,0.375,0.913,5,35,76,610,8,4,4,17,0.524,0.214,0.262,0.85,176,31,207,33,15,3,2,11,780,0.96,3,0.51,0.38,0.11,9,0.46,0.46,0.08,432,5-May,0.67,0.56,19,0.67,2,0.75,9,0,0,0,0,0,0,5,4,1,0.44,0,0.11,4,2,2,0.22,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,16,6,2,4,1,2,0,1,0,1,1,0
Austin Elite Rugby,14,50,Sam Grove-White,,0,0.6017,0.5889,19.2,0:28:56,0.524,0.214,0.262,0.877,3,19,117,780,3,1,2,11,0.5,0.125,0.375,0.86,111,18,129,20,10,8,4,17,610,0.94,1,0.53,0.37,0.1,7,0.8,0.2,0,151,3-Feb,1,0.8,19,0.81,2,0.67,16,2,1,1,0.06,0,0.06,4,3,1,0.19,0,0.06,8,7,1,0.38,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.13,0,0,0,N/A,6,2,4,5,2,1,1,0,1,0,0,0,0,0,0
Austin Elite Rugby,15,51,0,,0,0.4635,0.5084,15.6,0:30:39,0.639,0.082,0.279,0.889,2,14,93,748,2,2,1,11,0.721,0.118,0.162,0.838,140,27,167,32,10,7,3,13,860,0.99,1,0.59,0.34,0.06,8,1,0,0,166,2-Feb,1,0.44,21,0.9,1,0.6,10,0,0,0,0,0,0,3,2,1,0,0.2,0.1,6,6,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.1,0,0,0,N/A,5,2,3,10,2,2,1,0,4,0,1,0,2,2,0
NOLA Gold,15,51,0,,1,0.5365,0.4916,18,0:30:39,0.721,0.118,0.162,0.894,4,24,106,860,7,2,3,13,0.639,0.082,0.279,0.899,134,15,149,25,7,2,1,11,748,0.98,0,0.6,0.35,0.05,13,0.46,0.46,0.08,410,3-Feb,0.83,0.58,21,0.7,0,0.7,10,1,0,1,0,0,0.1,2,2,0,0.2,0,0,4,2,2,0.1,0.1,0.2,3,3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,3,0,3,17,8,0,6,0,2,0,1,0,3,3,0
Rugby United New York,15,52,Sam Grove-White,,1,0.5822,0.6308,18.9,0:31:40,0.526,0.224,0.25,0.824,3,21,90,395,1,0,1,2,0.491,0.2,0.309,0.953,122,6,128,19,6,3,1,10,610,0.96,0,0.38,0.39,0.23,22,0.27,0.55,0.18,558,3-Mar,1,0.9,16,0.85,2,0.62,20,13,12,1,0.55,0.05,0.05,1,1,0,0.05,0,0,6,4,2,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,1,1,0,8,3,0,3,0,0,2,0,0,1,1,0
Houston SaberCats,15,52,Sam Grove-White,,0,0.4178,0.3692,13.6,0:31:40,0.491,0.2,0.309,0.915,0,0,84,610,3,1,1,10,0.526,0.224,0.25,0.882,135,18,153,24,19,1,1,2,395,0.97,1,0.49,0.41,0.1,11,0.6,0.33,0.07,336,0/0,0.86,0.33,16,0.85,1,0.8,13,4,4,0,0.31,0,0,0,0,0,0,0,0,8,6,2,0.23,0.23,0.15,1,1,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,2,14,3,0,1,0,3,3,3,0,0,0,0
Toronto Arrows,15,53,Luke Rogan,,1,0.6502,0.5354,21.6,0:32:22,0.509,0.113,0.377,0.873,2,23,140,977,7,0,4,12,0.667,0.111,0.222,0.944,134,8,142,30,3,3,3,13,715,0.97,3,0.61,0.34,0.05,11,0.77,0.15,0.08,296,5-May,0.78,0.67,18,0.76,1,0.83,17,6,4,2,0.24,0,0.12,4,4,0,0.24,0,0,4,2,2,0.12,0,0.12,3,3,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,3,3,0,4,1,0,3,0,0,0,0,0,0,0,0
San Diego Legion,15,53,Luke Rogan,,0,0.3498,0.4646,11.6,0:32:22,0.667,0.111,0.222,0.963,3,19,80,715,3,0,3,13,0.509,0.113,0.377,0.892,214,26,240,44,24,7,4,12,977,0.95,2,0.79,0.13,0.08,13,0.38,0.5,0.13,468,4-Feb,0.8,0.78,18,0.83,2,0.76,6,3,3,0,0.5,0,0,0,0,0,0,0,0,3,2,1,0.33,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,6,3,3,18,4,2,2,0,2,3,5,0,0,0,0
Glendale Raptors,15,54,Scott Green,,1,0.5637,0.478,19.3,0:34:26,0.609,0.152,0.239,0.979,9,64,140,1248,11,1,4,15,0.464,0.089,0.446,0.875,140,20,160,38,7,5,4,13,859,0.97,1,0.65,0.27,0.08,15,0.67,0.29,0.04,542,10-Sep,1,1,7,0.67,1,0.73,9,0,0,0,0,0,0,6,4,2,0.33,0.11,0.22,3,2,1,0.22,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,9,2,2,0,0,3,0,2,0,0,0,0
Utah Warriors,15,54,Scott Green,,0,0.4363,0.522,14.9,0:34:26,0.464,0.089,0.446,0.901,3,22,106,859,5,1,4,13,0.609,0.152,0.239,0.822,199,43,242,44,2,11,4,15,1248,0.97,3,0.71,0.26,0.03,10,0.53,0.47,0,398,4-Mar,1,1,7,0.82,2,0.56,11,2,1,1,0.09,0,0.09,5,4,1,0.36,0,0.09,4,4,0,0.27,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,11,6,5,8,2,2,0,0,3,0,1,0,0,0,0
NOLA Gold,16,55,Elgan Williams,,0,0.4621,0.4373,16.9,0:34:31,0.603,0.233,0.164,0.868,3,19,103,576,4,2,4,6,0.564,0.228,0.208,0.874,195,28,223,38,13,4,5,10,808,0.99,2,0.47,0.42,0.11,21,0.5,0.5,0,683,3-Feb,0.83,0.83,16,0.92,2,0.6,13,3,3,0,0.23,0,0,3,3,0,0.15,0.08,0,2,1,1,0.08,0,0.08,5,5,0,0.31,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,5,2,3,8,1,2,5,0,0,0,0,0,0,0,0
San Diego Legion,16,55,Elgan Williams,,1,0.5379,0.5627,19.6,0:34:31,0.564,0.228,0.208,0.909,4,26,135,808,4,0,5,10,0.603,0.233,0.164,0.908,157,16,173,20,17,4,4,6,576,0.96,1,0.63,0.23,0.15,15,0.33,0.44,0.22,466,4-Mar,0.9,0.6,16,0.67,0,0.77,15,3,2,1,0.13,0,0.07,5,4,1,0.2,0.07,0.07,7,4,3,0.27,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,4,3,1,6,3,0,0,0,2,0,1,0,2,1,1
Rugby United New York,16,56,Scott Green,,0,0.5954,0.5975,22.3,0:36:56,0.464,0.245,0.291,0.92,5,31,133,685,2,0,6,8,0.576,0.121,0.303,0.865,148,23,171,19,4,5,5,10,810,0.99,1,0.57,0.31,0.12,18,0.31,0.69,0,603,5-Mar,1,1,10,0.74,0,0.67,19,2,1,1,0,0.05,0.05,7,5,2,0.26,0,0.11,9,7,2,0.37,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.05,0,0,0.17,N/A,6,1,5,7,3,2,1,0,1,0,0,0,0,0,0
Seattle Seawolves,16,56,Scott Green,,1,0.4046,0.4025,15.2,0:36:56,0.576,0.121,0.303,0.959,5,38,101,810,5,1,5,10,0.464,0.245,0.291,0.903,214,23,237,26,17,2,6,8,685,0.99,1,0.54,0.37,0.09,16,0.4,0.53,0.07,458,6-Jun,1,0.83,10,0.78,1,0.68,9,0,0,0,0,0,0,3,2,1,0.22,0,0.11,3,3,0,0.33,0,0,3,2,1,0.11,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,6,5,1,15,5,1,0,0,6,1,2,0,0,0,0
Toronto Arrows,16,57,Moe Chaudhry,,1,0.5215,0.5591,16.6,0:30:00,0.6,0.214,0.186,0.933,4,24,102,686,6,1,9,12,0.548,0.082,0.37,0.888,143,18,161,27,9,1,4,3,633,0.99,1,0.69,0.24,0.06,15,0.38,0.62,0,442,4-Feb,1,0.73,22,0.67,1,0.7,6,1,1,0,0.17,0,0,2,1,1,0.17,0,0.17,1,1,0,0.17,0,0,1,0,1,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.17,0,0,0,0,5,2,3,9,4,0,0,0,1,1,2,0,3,3,0
Austin Elite Rugby,16,57,Moe Chaudhry,,0,0.4785,0.4409,15.2,0:30:00,0.548,0.082,0.37,0.885,1,13,93,633,1,0,4,3,0.6,0.214,0.186,0.887,149,19,168,18,7,6,9,12,686,0.98,0,0.58,0.3,0.12,11,0.44,0.44,0.11,356,4-Mar,0.88,0.57,22,0.8,0,0.67,10,0,0,0,0,0,0,4,2,2,0.2,0,0.2,6,6,0,0.5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,5,2,3,11,4,0,3,0,4,0,0,0,1,1,0
Toronto Arrows,16,58,Anthony Woodthorpe,,1,0.4817,0.4005,16.7,0:31:57,0.629,0.145,0.226,0.895,4,26,94,569,3,0,5,5,0.582,0.176,0.242,0.904,197,21,218,23,21,2,4,8,750,0.96,1,0.52,0.39,0.08,18,0.41,0.41,0.18,562,3-Mar,0.93,0.54,20,0.78,1,0.67,9,5,5,0,0.56,0,0,1,0,1,0,0,0.11,1,0,1,0,0,0.11,2,2,0,0.11,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,N/A,6,6,0,7,2,1,0,0,2,0,2,0,0,0,0
Utah Warriors,16,58,Anthony Woodthorpe,,0,0.5183,0.5995,18,0:31:57,0.582,0.176,0.242,0.824,2,21,126,750,2,2,4,8,0.629,0.145,0.226,0.881,133,18,151,19,11,3,5,5,569,0.99,3,0.65,0.32,0.03,20,0.41,0.53,0.06,728,5-Apr,1,1,20,0.67,0,0.67,12,0,0,0,0,0,0,6,4,2,0.33,0,0.17,5,3,2,0.25,0,0.17,1,1,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,N/A,5,4,1,12,3,1,6,0,1,1,0,0,1,1,0
